Geo Point;Geo Shape;Numéro Opération;Adresse (Dénomination opération);Année du financement/agrément;Bailleur social;Nombre total de logements financés;dont nombre de logements PLA I;dont nombre de logements PLUS;dont nombre de logements PLUS CD;dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissements;Nature de programme;Coord_X_LB93;Coord_Y_LB93
48.8428697396, 2.28320048092;"{""type"": ""Point"", ""coordinates"": [2.283200480919874, 48.84286973956254]}";2343.0;28, RUE LACORDAIRE;2013;PARIS HAB;14;0;14;0;0;acquisition réhabilitation;;15;logement familial;647392.5999;6860552.341
48.8431215239, 2.28317295875;"{""type"": ""Point"", ""coordinates"": [2.283172958748074, 48.84312152386813]}";2344.0;60, RUE DE LA CONVENTION;2013;PARIS HAB;26;3;15;0;8;acquisition réhabilitation;;15;logement familial;647390.8342;6860580.355
48.8318796374, 2.307408013;"{""type"": ""Point"", ""coordinates"": [2.307408013003945, 48.83187963739134]}";2345.0;71 RUE DE CASTAGNARY;2013;PARIS HAB;101;0;101;0;0;construction neuve;;15;résidence pour étudiants;649158.476;6859314.509
48.8685056977, 2.28290312816;"{""type"": ""Point"", ""coordinates"": [2.282903128158309, 48.86850569773738]}";2348.0;111, AVENUE VICTOR HUGO;2013;PARIS HAB;33;4;18;0;11;acquisition conventionnement;;16;logement familial;647396.6644;6863403.01
48.8431830973, 2.25520871642;"{""type"": ""Point"", ""coordinates"": [2.255208716420306, 48.843183097286904]}";2353.0;GROUPE MOLITOR 37, AVENUE DU GENERAL SARRAIL;2013;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;645338.6148;6860606.196
48.8793097361, 2.28847008451;"{""type"": ""Point"", ""coordinates"": [2.288470084508685, 48.87930973614967]}";2356.0;9-9BIS, RUE LABIE;2013;PARIS HAB;20;0;20;0;0;acquisition réhabilitation;;17;logement familial;647815.8482;6864600.641
48.8876340151, 2.29696435592;"{""type"": ""Point"", ""coordinates"": [2.296964355921799, 48.88763401506347]}";2357.0;GROUPE COURCELLES 5, SQUARE DU THIMERAIS;2013;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;17;logement familial;648447.0493;6865520.665
48.8763346102, 2.38239847221;"{""type"": ""Point"", ""coordinates"": [2.382398472209294, 48.87633461023867]}";2362.0;25-31, RUE PRADIER;2013;PARIS HAB;2;0;2;0;0;acquisition conventionnement;;19;logement familial;654701.8898;6864211.848
48.8820443391, 2.39020566551;"{""type"": ""Point"", ""coordinates"": [2.390205665507068, 48.882044339123446]}";2364.0;5, RUE FRANCOIS PINTON;2013;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;19;logement familial;655279.4016;6864842.285
48.8505498025, 2.3995293999;"{""type"": ""Point"", ""coordinates"": [2.399529399901419, 48.85054980252518]}";2368.0;GROUPE GRANDS CHAMPS 3, RUE DES GRANDS CHAMPS;2013;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;20;logement familial;655936.5335;6861335.08
48.853774013, 2.41102542214;"{""type"": ""Point"", ""coordinates"": [2.411025422135487, 48.85377401300629]}";2369.0;PORTE DE MONTREUIL;2013;PARIS HAB;21;0;21;0;0;acquisition réhabilitation;;20;logement familial;656782.7878;6861687.231
48.8530439894, 2.34560174096;"{""type"": ""Point"", ""coordinates"": [2.345601740955576, 48.853043989442945]}";2375.0;18, RUE DE LA HUCHETTE;2013;RIVP;10;0;10;0;0;construction neuve;;5;logement familial;651981.6233;6861643.855
48.8823189676, 2.35883142919;"{""type"": ""Point"", ""coordinates"": [2.358831429189417, 48.88231896762828]}";2378.0;208, RUE DU FAUBOURG SAINT DENIS;2013;RIVP;12;3;7;0;2;construction neuve;;10;logement familial;652978.8008;6864891.048
48.8566435493, 2.27282663597;"{""type"": ""Point"", ""coordinates"": [2.272826635969714, 48.85664354928278]}";2394.0;7, RUE PAJOU;2013;RIVP;2;0;2;0;0;construction neuve;;16;résidence pour personnes âgées;646645.3675;6862090.807
48.8822763779, 2.37481996165;"{""type"": ""Point"", ""coordinates"": [2.374819961651286, 48.88227637788317]}";2403.0;64-66, RUE DE MEAUX;2013;RIVP;221;0;30;0;191;acquisition conventionnement;;19;logement familial;654151.285;6864876.91
48.8695125928, 2.3928818346;"{""type"": ""Point"", ""coordinates"": [2.392881834603053, 48.86951259276141]}";2404.0;115, RUE DE MENILMONTANT;2013;RIVP;9;0;0;0;9;acquisition conventionnement;;20;logement familial;655464.9464;6863447.322
48.8702883574, 2.40509277215;"{""type"": ""Point"", ""coordinates"": [2.405092772152092, 48.870288357386066]}";2405.0;12-16, RUE HAXO;2013;RIVP;53;0;0;0;53;acquisition conventionnement;;20;logement familial;656361.3105;6863526.764
48.8750453918, 2.39554786256;"{""type"": ""Point"", ""coordinates"": [2.395547862563188, 48.87504539176155]}";2412.0;88, RUE PIXERECOURT;2013;RIVP;40;40;0;0;0;acquisition réhabilitation;;20;centre d'hébergement d'urgence;655665.2181;6864061.032
48.8750259899, 2.41188104581;"{""type"": ""Point"", ""coordinates"": [2.411881045810343, 48.875025989932645]}";2413.0;PORTE DES LILAS SECTEUR PAUL MEURICE LOT D3;2013;RIVP;121;0;121;0;0;construction neuve;;20;résidence pour étudiants;656863.1704;6864049.828
48.8767560999, 2.36669834988;"{""type"": ""Point"", ""coordinates"": [2.366698349883436, 48.876756099946824]}";2414.0;13, RUE DES ECLUSES SAINT MARTIN;2013;RSF;30;0;30;0;0;construction neuve;;10;foyer pour personnes handicapées;653550.7614;6864267.836
48.8486049599, 2.3776881827;"{""type"": ""Point"", ""coordinates"": [2.377688182704086, 48.84860495987816]}";2415.0;9, RUE D'ALIGRE 4, PLACE D'ALIGRE;2013;RSF;33;33;0;0;0;construction neuve;;12;résidence sociale pour démuni;654332.1193;6861131.241
48.8926731685, 2.38541641792;"{""type"": ""Point"", ""coordinates"": [2.385416417922724, 48.89267316849626]}";2421.0;1-3, QUAI DE LA GIRONDE 2, RUE DE L'ARGONNE;2013;SCI GIROND;15;0;0;0;15;construction neuve;;19;logement familial;654937.3777;6866026.878
48.8456218788, 2.30270047415;"{""type"": ""Point"", ""coordinates"": [2.302700474145043, 48.84562187880275]}";2422.0;36, RUE MIOLLIS;2013;SEC.CATHO;16;16;0;0;0;construction neuve;;15;maison relais;648826.4094;6860845.535
48.8349109872, 2.32007209397;"{""type"": ""Point"", ""coordinates"": [2.320072093973039, 48.8349109871702]}";2429.0;47-49, RUE RAYMOND LOSSERAND;2013;SIEMP;27;0;27;0;0;construction neuve;;14;foyer pour personnes handicapées;650090.9951;6859643.481
48.8461769698, 2.28854071577;"{""type"": ""Point"", ""coordinates"": [2.288540715765901, 48.84617696975108]}";2430.0;63, RUE DE LOURMEL;2013;SIEMP;24;0;24;0;0;acquisition conventionnement;;15;logement familial;647787.8335;6860916.525
48.8417773895, 2.28242144186;"{""type"": ""Point"", ""coordinates"": [2.282421441864455, 48.841777389530286]}";1995.0;ZAC BOUCICAUT LOT C 77-81, RUE DES CEVENNES 39-45, RUE LACORDAIRE;2011;RIVP;49;49;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;15;site de desserrement de foyer de travailleur migrant;647334.3224;6860431.403
48.8814682281, 2.37205081189;"{""type"": ""Point"", ""coordinates"": [2.372050811891374, 48.881468228106726]}";2002.0;4 RUE DE CHAUMONT;2011;RIVP;30;4;0;0;26;construction neuve;;19;logement familial;653947.494;6864788.66
48.8927120601, 2.36289442292;"{""type"": ""Point"", ""coordinates"": [2.362894422918119, 48.89271206013534]}";2007.0;18-20  RUE DE L'EVANGILE;2011;FONCIERE;3;0;0;0;3;construction neuve;;18;logement familial;653286.0855;6866044.291
48.8230243861, 2.37306358776;"{""type"": ""Point"", ""coordinates"": [2.373063587756399, 48.823024386134875]}";2012.0;42, BD MASSENA;2011;SIEMP;15;0;7;0;8;acquisition réhabilitation;;13;logement familial;653970.1708;6858289.636
48.8344476477, 2.36724808689;"{""type"": ""Point"", ""coordinates"": [2.367248086890231, 48.83444764770816]}";2013.0;81, BD VINCENT AURIOL;2011;SIEMP;6;0;0;0;6;acquisition réhabilitation;;13;logement familial;653553.3826;6859563.179
48.875833752, 2.40055859029;"{""type"": ""Point"", ""coordinates"": [2.400558590287061, 48.875833752013314]}";2018.0;275, RUE DE BELLEVILLE;2011;SIEMP;2;0;2;0;0;acquisition réhabilitation;;19;logement familial;656033.3986;6864145.891
48.8726797116, 2.39730961436;"{""type"": ""Point"", ""coordinates"": [2.39730961435698, 48.87267971160427]}";2021.0;133-135 RUE PELLEPORT 13 RUE DES PAVILLONS;2011;SIEMP;25;4;16;0;5;construction neuve;;20;logement familial;655792.4271;6863796.996
48.8381149773, 2.40405888261;"{""type"": ""Point"", ""coordinates"": [2.404058882610175, 48.838114977287745]}";2024.0;100 RUE DU GENERAL MICHEL BIZOT;2011;SNL-PROLOG;2;2;0;0;0;acquisition conventionnement;;12;logement familial;656258.4725;6859949.926
48.8429433445, 2.31382949632;"{""type"": ""Point"", ""coordinates"": [2.313829496315575, 48.84294334451322]}";2025.0;3, RUE NICOLAS CHARLET;2011;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;649640.54;6860540.555
48.8938282075, 2.3623708078;"{""type"": ""Point"", ""coordinates"": [2.362370807800607, 48.89382820753424]}";2028.0;6-8 RUE BOUCRY;2011;TOIT&JOIE;19;0;19;0;0;acquisition conventionnement;;18;logement familial;653248.696;6866168.711
48.8692216743, 2.39524972282;"{""type"": ""Point"", ""coordinates"": [2.395249722817936, 48.86922167427866]}";2037.0;260, RUE DES PYRENEES;2011;TOIT&JOIE;59;59;0;0;0;construction neuve;;20;foyer pour jeunes travailleurs ou résidence pour jeunes;655638.3913;6863413.641
48.8352576781, 2.29649886185;"{""type"": ""Point"", ""coordinates"": [2.296498861849588, 48.835257678072715]}";2050.0;SITE HOPITAL SAINT MICHEL 33, RUE OLIVIER DE SERRES;2012;ASS.MICHEL;7;0;0;0;7;construction neuve;;15;foyer pour personnes handicapées;648361.0287;6859697.187
48.8349439266, 2.40606114246;"{""type"": ""Point"", ""coordinates"": [2.406061142461232, 48.834943926550565]}";2064.0;104, BD PONIATOWSKI;2012;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;12;logement familial;656402.7816;6859596.23
48.8437949331, 2.40245405294;"{""type"": ""Point"", ""coordinates"": [2.402454052942654, 48.84379493306631]}";2073.0;36, RUE SIBUET;2012;ELOGIE;3;0;3;0;0;acquisition réhabilitation;;12;logement familial;656145.4611;6860582.372
48.8411614843, 2.34552501285;"{""type"": ""Point"", ""coordinates"": [2.345525012850296, 48.84116148425597]}";2076.0;5, RUE RATAUD;2012;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;5;logement familial;651965.0422;6860322.683
48.8802408362, 2.32903022995;"{""type"": ""Point"", ""coordinates"": [2.329030229945374, 48.88024083623206]}";2095.0;50, RUE DE CLICHY;2012;HUMANISME;20;10;10;0;0;construction neuve;"opération abandonnée; réagréée";9;logement familial;650791.3665;6864678.132
48.8306914864, 2.31019613291;"{""type"": ""Point"", ""coordinates"": [2.310196132913144, 48.83069148638331]}";2097.0;5BIS RUE MAURICE ROUVIER;2012;HSF;1;1;0;0;0;construction neuve;;14;logement familial;649361.9859;6859180.609
48.8632564722, 2.34050927181;"{""type"": ""Point"", ""coordinates"": [2.340509271809258, 48.86325647216411]}";2100.0;6 RUE BOULOIS  7 RUE DU COLONEL DRIANT;2012;IMM 3F;20;4;16;0;0;construction neuve;;1;logement familial;651617.4414;6862782.503
48.8487024966, 2.36450061487;"{""type"": ""Point"", ""coordinates"": [2.364500614869089, 48.8487024966076]}";2103.0;10 BIS A 14, QUAI HENRI IV - 11 BD MORLAND;2012;PARIS HAB;70;8;9;33;20;construction neuve;;4;logement familial;653364.4676;6861149.794
48.8291309091, 2.35804766979;"{""type"": ""Point"", ""coordinates"": [2.358047669791875, 48.82913090910225]}";2110.0;15, RUE NICOLAS FORTIN;2012;PARIS HAB;1;0;1;0;0;construction neuve;;13;logement familial;652873.2424;6858977.468
48.8710171954, 2.40083559743;"{""type"": ""Point"", ""coordinates"": [2.400835597427233, 48.87101719541887]}";2114.0;19, RUE HENRI POINCARE;2012;PARIS HAB;2;0;2;0;0;construction neuve;;20;logement familial;656049.6516;6863610.167
48.829111843, 2.34676502618;"{""type"": ""Point"", ""coordinates"": [2.34676502617968, 48.82911184296459]}";2115.0;2 A 10, RUE LE DANTEC;2012;PARIS HAB;1;0;1;0;0;construction neuve;;13;logement familial;652044.9665;6858982.141
48.876125501, 2.36799935913;"{""type"": ""Point"", ""coordinates"": [2.367999359131091, 48.87612550095726]}";2133.0;41-47, RUE DE LA GRANGE AUX BELLES - 1, RUE DES ECLUSES SAINT MARTIN;2012;PARIS HAB;78;0;55;0;23;acquisition conventionnement;;10;logement familial;653645.6201;6864196.953
48.8468506228, 2.29006248261;"{""type"": ""Point"", ""coordinates"": [2.290062482605074, 48.846850622844634]}";2137.0;51-53, RUE DE LOURMEL 99-101, AVENUE EMILE ZOLA;2012;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;15;logement familial;647900.1825;6860990.423
48.8535424171, 2.4059922155;"{""type"": ""Point"", ""coordinates"": [2.405992215497717, 48.85354241711387]}";2145.0;68 RUE DES PYRENEES;2012;PARIS HAB;28;0;28;0;0;construction neuve;;20;logement familial;656413.2792;6861664.246
48.8418347017, 2.36165091674;"{""type"": ""Point"", ""coordinates"": [2.361650916736089, 48.84183470170977]}";2148.0;7-11, RUE NICOLAS HOUEL;2012;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;5;logement familial;653149.1762;6860387.849
48.8686205755, 2.39935583587;"{""type"": ""Point"", ""coordinates"": [2.399355835872764, 48.86862057554611]}";2152.0;99-101, RUE VILLIERS DE L'ISLE ADAM;2012;PARIS HAB;11;0;5;0;6;construction neuve;;20;logement familial;655939.082;6863344.504
48.8209599857, 2.37185421884;"{""type"": ""Point"", ""coordinates"": [2.371854218838046, 48.82095998569798]}";2155.0;ZAC BEDIER - 8-12, PLACE DU DOCTEUR YERSIN -  12-16, AVENUE CLAUDE REGAUD;2012;PARIS HAB;24;24;0;0;0;construction neuve;;13;maison relais;653879.5545;6858060.805
48.8869281563, 2.38662555595;"{""type"": ""Point"", ""coordinates"": [2.38662555594644, 48.886928156348134]}";2161.0;144, AV JEAN JAURES;2012;RES.L.F.;6;0;6;0;0;construction neuve;;19;logement familial;655021.0702;6865387.372
48.8723592536, 2.40829859588;"{""type"": ""Point"", ""coordinates"": [2.408298595880122, 48.87235925359471]}";2169.0;109-121 BD MORTIER;2012;RIVP;390;0;0;0;390;acquisition conventionnement;;20;logement familial;656598.1909;6863755.267
48.8971258384, 2.33209963203;"{""type"": ""Point"", ""coordinates"": [2.332099632029505, 48.89712583842882]}";2176.0;129, BD NEY 2, RUE JULES CLOQUET;2012;RIVP;3;0;3;0;0;construction neuve;;18;logement familial;651032.351;6866553.739
48.8747918472, 2.28756041614;"{""type"": ""Point"", ""coordinates"": [2.287560416138904, 48.87479184721515]}";2183.0;16 RUE LESUEUR;2012;RIVP;1;0;1;0;0;construction neuve;;16;logement familial;647744.6016;6864098.887
48.8305652747, 2.3701867458;"{""type"": ""Point"", ""coordinates"": [2.370186745803732, 48.83056527469305]}";2184.0;16-18 RUE DUNOIS;2012;RIVP;16;0;0;0;16;acquisition conventionnement;;13;logement familial;653765.6446;6859129.777
48.8724927099, 2.40222491812;"{""type"": ""Point"", ""coordinates"": [2.402224918122143, 48.872492709900015]}";2186.0;18 VILLA AMELIE;2012;RIVP;1;0;1;0;0;construction neuve;;20;logement familial;656152.8022;6863773.462
48.8830091819, 2.37333114223;"{""type"": ""Point"", ""coordinates"": [2.373331142229327, 48.88300918187512]}";2200.0;61-77 ET 66-72 RUE ARMAND CARREL;2012;RIVP;79;0;0;0;79;acquisition conventionnement;;19;logement familial;654042.7487;6864959.259
48.8911927678, 2.31549124627;"{""type"": ""Point"", ""coordinates"": [2.315491246274405, 48.89119276775105]}";2215.0;ZAC CLICHY BATIGNOLLES LOT O3;2012;RIVP;89;0;89;0;0;construction neuve;;17;résidence pour étudiants;649809.0049;6865904.441
48.8671951636, 2.34495719862;"{""type"": ""Point"", ""coordinates"": [2.344957198621598, 48.867195163563224]}";2225.0;41, RUE D'ABOUKIR;2012;SIEMP;13;13;0;0;0;construction neuve;;2;maison relais;651947.3826;6863217.738
48.8222335529, 2.37194738179;"{""type"": ""Point"", ""coordinates"": [2.371947381786852, 48.82223355293722]}";2242.0;55, BD MASSENA;2013;ADOMA;225;225;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;13;foyer de travailleurs migrants;653887.521;6858202.356
48.8376686255, 2.37203444698;"{""type"": ""Point"", ""coordinates"": [2.372034446976938, 48.83766862550962]}";2244.0;11-13, RUE DE BELLIEVRE;2013;ANTIN;153;153;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;13;foyer de travailleurs migrants;653907.5621;6859918.513
48.8872358349, 2.35573534933;"{""type"": ""Point"", ""coordinates"": [2.355735349327306, 48.887235834925896]}";2248.0;5-7, RUE MYRHA  ET 30-32 RUE AFFRE;2013;BATIGERE;2;0;2;0;0;construction neuve;;18;logement familial;652756.2104;6865439.623
48.8663373403, 2.33786033233;"{""type"": ""Point"", ""coordinates"": [2.337860332330051, 48.866337340274484]}";2252.0;22, RUE DU BEAUJOLAIS 17, RUE DES PETITS CHAMPS;2013;ELOGIE;8;2;4;0;2;construction neuve;;1;logement familial;651425.9831;6863126.697
48.8338719424, 2.34410484336;"{""type"": ""Point"", ""coordinates"": [2.344104843357776, 48.833871942370195]}";2257.0;133, RUE LEON MAURICE NORDMANN;2013;ELOGIE;1;0;1;0;0;acquisition conventionnement;;13;logement familial;651854.0791;6859513.029
48.8635377951, 2.3879608396;"{""type"": ""Point"", ""coordinates"": [2.387960839604776, 48.86353779506558]}";2271.0;5, RUE HOUDART;2013;ELOGIE;22;22;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;20;site de desserrement de foyer de travailleur migrant;655098.8253;6862785.755
48.849544162, 2.40513522031;"{""type"": ""Point"", ""coordinates"": [2.405135220312258, 48.84954416196976]}";2274.0;VINCENNES 3, SQUARE PATENNE 14, RUE MOUNET SULLY;2013;ELOGIE;2;0;2;0;0;acquisition conventionnement;;20;logement familial;656347.0471;6861220.148
48.8169573415, 2.33301876255;"{""type"": ""Point"", ""coordinates"": [2.333018762545137, 48.816957341457154]}";2279.0;156, AVENUE PAUL VAILLANT COUTURIER;2013;ESPACILHAB;189;0;125;0;64;construction neuve;;14;résidence pour étudiants;651024.4393;6857639.146
48.8874482717, 2.35958230742;"{""type"": ""Point"", ""coordinates"": [2.359582307418673, 48.88744827169498]}";2280.0;2 BIS CITE DE LA CHAPELLE 41-43, RUE MARX DORMOY;2013;ESPACILHAB;40;0;0;0;40;construction neuve;opération abandonnée;18;résidence pour personnes âgées;653038.4924;6865460.95
48.8940144264, 2.38211450415;"{""type"": ""Point"", ""coordinates"": [2.382114504146246, 48.8940144263703]}";2282.0;25-25 BIS-27, RUE DE L'ARGONNE;2013;FIAC;132;0;132;0;0;construction neuve;;19;résidence pour étudiants;654696.4461;6866177.909
48.8809701531, 2.34233687968;"{""type"": ""Point"", ""coordinates"": [2.342336879675993, 48.88097015309438]}";2285.0;37-39, AVENUE TRUDAINE;2013;FRANC.HAB.;18;5;8;0;5;construction neuve;;9;logement familial;651767.9231;6864751.017
48.8640188355, 2.40002060951;"{""type"": ""Point"", ""coordinates"": [2.400020609511694, 48.864018835500374]}";2286.0;7, PLACE EMILE LANDRIN;2013;FRANC.HAB.;24;24;0;0;0;construction neuve;;20;maison relais;655983.9583;6862832.453
48.8207855424, 2.37247089079;"{""type"": ""Point"", ""coordinates"": [2.372470890785297, 48.820785542413695]}";2288.0;ZAC BEDIER BOUTROUX;2013;GAMBETTA L;35;0;0;0;35;construction neuve;;13;résidence pour étudiants;653924.6774;6858041.049
48.8467511414, 2.26132882414;"{""type"": ""Point"", ""coordinates"": [2.261328824142737, 48.846751141423404]}";2291.0;16, RUE ERLANGER;2013;HUMANISME;1;1;0;0;0;acquisition conventionnement;;16;logement familial;645791.4772;6860998.704
48.8825881483, 2.30229982455;"{""type"": ""Point"", ""coordinates"": [2.302299824551741, 48.88258814828667]}";2302.0;102, RUE JOUFFROY D'ABBANS;2013;IMM.M.VERT;10;0;0;0;10;construction neuve;;17;logement familial;648833.3264;6864956.127
48.8512602388, 2.37994333377;"{""type"": ""Point"", ""coordinates"": [2.379943333772657, 48.85126023879608]}";2320.0;10-12, RUE CANDIE;2013;PARIS HAB;16;3;10;0;3;construction neuve;;11;logement familial;654499.9269;6861425.182
48.8612424657, 2.3766045324;"{""type"": ""Point"", ""coordinates"": [2.376604532397276, 48.8612424657424]}";2323.0;8BIS-10, RUE LACHARRIERE;2013;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;11;logement familial;654263.692;6862537.05
48.8451341032, 2.38931750548;"{""type"": ""Point"", ""coordinates"": [2.389317505480993, 48.84513410324339]}";2328.0;75, RUE DE REUILLY;2013;PARIS HAB;28;0;28;0;0;construction neuve;;12;résidence pour personnes âgées;655182.5264;6860738.651
48.8652232862, 2.28487345683;"{""type"": ""Point"", ""coordinates"": [2.284873456830382, 48.86522328620512]}";2351.0;77, RUE DE LONGCHAMP;2013;PARIS HAB;34;3;20;0;11;acquisition réhabilitation;;16;logement familial;647537.8903;6863036.723
48.8505955878, 2.27815437912;"{""type"": ""Point"", ""coordinates"": [2.278154379116241, 48.850595587830426]}";2352.0;GROUPE EUGENE POUBELLE 2, RUE EUGENE POUBELLE;2013;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;647030.1195;6861414.747
48.875143242, 2.40558065458;"{""type"": ""Point"", ""coordinates"": [2.405580654584324, 48.875143241966484]}";2367.0;239, AVENUE GAMBETTA;2013;PARIS HAB;1;0;0;0;1;acquisition réhabilitation;;20;logement familial;656401.1617;6864066.326
48.8681998482, 2.35729479664;"{""type"": ""Point"", ""coordinates"": [2.35729479664178, 48.86819984821679]}";2372.0;55, RUE MESLAY;2013;RIVP;2;0;2;0;0;construction neuve;;3;logement familial;652853.333;6863322.014
48.8749414409, 2.34289788937;"{""type"": ""Point"", ""coordinates"": [2.342897889371039, 48.87494144086104]}";2377.0;9-11, RUE CADET (HOTEL CROMOT DU BOURG);2013;RIVP;22;5;12;0;5;construction neuve;;9;logement familial;651803.4872;6864080.322
48.8695802609, 2.35835524143;"{""type"": ""Point"", ""coordinates"": [2.358355241425685, 48.869580260925524]}";2379.0;VILLA DU LAVOIR 70, RUE RENE BOULANGER;2013;RIVP;7;0;7;0;0;acquisition réhabilitation;;10;logement familial;652932.3692;6863474.873
48.8455448005, 2.41271907213;"{""type"": ""Point"", ""coordinates"": [2.412719072131124, 48.8455448005104]}";2381.0;PORTE DE VINCENNES 118, RUE DE LAGNY 18-30 AVENUE LAMORICIERE;2013;RIVP;368;0;0;0;368;acquisition conventionnement;;12;logement familial;656900.255;6860771.289
48.8196423723, 2.34513310319;"{""type"": ""Point"", ""coordinates"": [2.345133103191456, 48.81964237230136]}";2382.0;106, BOULEVARD KELLERMANN 99, RUE DE L'AMIRAL MOUCHEZ;2013;RIVP;13;0;0;0;13;acquisition conventionnement;;13;logement familial;651916.4349;6857930.242
48.8317569652, 2.36493088217;"{""type"": ""Point"", ""coordinates"": [2.364930882167567, 48.83175696515563]}";2386.0;3, RUE DU DOCTEUR HUTINEL 67-71, RUE JEANNE D'ARC;2013;RIVP;72;0;0;0;72;acquisition conventionnement;;13;logement familial;653380.8876;6859265.37
48.8251111531, 2.38768576328;"{""type"": ""Point"", ""coordinates"": [2.387685763276185, 48.82511115314128]}";2387.0;BRUNESEAU NORD LOT B1 A2;2013;RIVP;92;0;92;0;0;construction neuve;;13;résidence pour étudiants;655045.5121;6858513.236
48.8445545192, 2.30608289415;"{""type"": ""Point"", ""coordinates"": [2.306082894146542, 48.844554519197715]}";2390.0;27, RUE FRANCOIS BONVIN;2013;RIVP;1;0;1;0;0;construction neuve;;15;logement familial;649073.5899;6860724.669
48.866576914, 2.28499199609;"{""type"": ""Point"", ""coordinates"": [2.28499199609427, 48.86657691397374]}";2393.0;35, RUE SAINT DIDIER;2013;RIVP;58;0;58;0;0;construction neuve;;16;résidence pour étudiants;647547.9491;6863187.156
48.8557273234, 2.40660739612;"{""type"": ""Point"", ""coordinates"": [2.406607396124335, 48.85572732344661]}";2406.0;15, RUE PAULINE KERGOMARD 72-74, RUE DES ORTEAUX;2013;RIVP;74;0;0;0;74;acquisition conventionnement;;20;logement familial;656460.2444;6861906.85
48.8673136561, 2.38328583448;"{""type"": ""Point"", ""coordinates"": [2.383285834478268, 48.86731365609105]}";2407.0;4, BOULEVARD DE BELLEVILLE;2013;RIVP;5;0;0;0;5;acquisition conventionnement;;20;logement familial;654759.1379;6863208.271
48.8770160572, 2.32974215138;"{""type"": ""Point"", ""coordinates"": [2.329742151383354, 48.87701605718638]}";2423.0;10-14 RUE DE LONDRES;2013;SIEMP;37;12;18;0;7;construction neuve;;9;logement familial;650840.5335;6864319.115
48.8540343577, 2.38896706713;"{""type"": ""Point"", ""coordinates"": [2.388967067125779, 48.85403435770763]}";2427.0;11-15, RUE NEUVE DES BOULETS;2013;SIEMP;78;0;78;0;0;acquisition conventionnement;;11;logement familial;655164.4667;6861728.478
48.8846060177, 2.36225364532;"{""type"": ""Point"", ""coordinates"": [2.362253645315109, 48.88460601769475]}";2433.0;22-24, BD DE LA CHAPELLE;2013;SIEMP;9;2;5;0;2;construction neuve;;18;logement familial;653231.8234;6865143.322
48.8931884818, 2.30226217954;"{""type"": ""Point"", ""coordinates"": [2.302262179537231, 48.89318848176639]}";2472.0;12-18 BD DU FORT DE VAUX;2014;ADOMA;69;69;0;0;0;construction neuve;;17;foyer pour jeunes travailleurs ou résidence pour jeunes;648840.9813;6866134.843
48.8376687872, 2.37203440552;"{""type"": ""Point"", ""coordinates"": [2.372034405518642, 48.8376687871776]}";2475.0;11-13, RUE DE BELLIEVRE;2014;ANTIN;1;1;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;13;foyer de travailleurs migrants;653907.5592;6859918.531
48.8734724687, 2.40165571076;"{""type"": ""Point"", ""coordinates"": [2.401655710755876, 48.873472468665426]}";2477.0;43, RUE DU BORREGO;2014;ANTIN;79;79;0;0;0;construction neuve;;20;foyer pour jeunes travailleurs ou résidence pour jeunes;656111.8768;6863882.721
48.8915278841, 2.35965151279;"{""type"": ""Point"", ""coordinates"": [2.359651512791305, 48.89152788412151]}";2482.0;17-21, RUE DE LA CHAPELLE;2014;EFIDIS;111;0;111;0;0;construction neuve;;18;résidence pour étudiants;653047.2459;6865914.54
48.8553912321, 2.33864493368;"{""type"": ""Point"", ""coordinates"": [2.338644933682663, 48.85539123209509]}";2487.0;22, RUE DE NEVERS;2014;ELOGIE;16;0;16;0;0;acquisition conventionnement;;6;logement familial;651473.3452;6861909.1
48.8576311713, 2.37729467692;"{""type"": ""Point"", ""coordinates"": [2.37729467691736, 48.85763117126316]}";2493.0;14, RUE POPINCOURT;2014;ELOGIE;7;2;5;0;0;construction neuve;;11;logement familial;654311.1577;6862135.104
48.8455183213, 2.4060419899;"{""type"": ""Point"", ""coordinates"": [2.406041989903811, 48.84551832132358]}";2495.0;64 AVENUE DU DOCTEUR ARNOLD NETTER;2014;ELOGIE;9;4;5;0;0;construction neuve;;12;logement familial;656410.2201;6860772.01
